base_title,n_imgs,csv_count,score,count_ok,ambiguous,files,prompt
Person_Bugs_Bunny,1,2,3,False,False,Person_Bugs_Bunny_202604061446.jpeg,"Create An ultra-realistic cinematic photo inspired by Men in Black.
In the center: the person from the reference photo, unchanged - keep every facial feature exactly as in the original (mouth, eyebrows, nose, eyes, and face shape identical). The person wears a tailored black suit, white shirt, slim black tie, and a luxury steel watch on one wrist.

They hold a silver Samsung Galaxy S25 Ultra slightly above eye level, angled downward for a natural selfie perspective, with the other hand casually in their pocket.

Flanking them:

Bugs Bunny on the left,

Daffy Duck on the right,
both dressed in matching MIB-style black suits and dark sunglasses, rendered in hyper-realistic cinematic 3D - realistic fur and feathers, subtle specular reflections, and soft rim lighting that matches the person’s lighting perfectly.

All three are facing a large vertical mirror, captured from the waist up, with faint mirror reflections visible.
Background: a high-tech Men in Black armory, filled with futuristic weapons, glowing blue consoles, metallic textures, and ambient haze.

Lighting: controlled studio lighting setup - soft frontal key light, cool blue rim lighting from behind, and cinematic contrast to emphasize depth.
Camera: 35mm full-frame lens, f/2.2 aperture, ISO 100, slight DOF focus on faces.
Color grading: Kodak Vision3 250D film emulation, balanced tones, chrome highlights, deep blacks, and cinematic LUT contrast.
Post-processing: realistic lens reflections, soft bloom on metal surfaces, mild film grain, and clean dynamic range.
Quality: 8K hyper-realistic resolution, perfect material fidelity, detailed skin texture, and full photorealism from edge to edge."
Person_and_Pennywise,2,2,2,True,True,Person_and_Pennywise_202604061447.jpeg | Person_and_Pennywise_202604061447_2.jpeg,"Create an ultra-realistic dreamy Y2K-style portrait using the attached reference photo of the person.

Do not modify, remove, or alter any aspect of the original reference photo. Every detail, expression, and feature of the person must remain exactly the same with absolute fidelity (physiognomy, body shape, face, physical features, silhouette, hairstyle).

Do not alter or change the horror character either. Pennywise must remain 100% faithful to his original movie appearance, looking exactly like in the films (IT), with his iconic overalls, striped sweater, orange messy hair, freckles, scars, and sinister yet playful expression.

Scene: A large masculine dreamy bedroom decorated with retro 80s/90s movie posters on the walls.

The person from the attached image is seated naturally on the bed, wearing striped pajamas, looking towards the TV.

Next to them, Pennywise sits on the bed in a relaxed pose, as if both are watching the TV together.

Atmosphere: The room is dimly lit, illuminated mainly by a warm be."
Person_and_Ted,2,2,2,True,False,Person_and_Ted_202604061447.jpeg | Person_and_Ted_202604061447_2.jpeg,"A selfie taken by the person in the attached image with Ted on the set of Ted. They are in a detailed practical set of a living room. Ted is a small, furry bear puppet, holding a beer bottle and giving a thumbs-up. The person is kneeling next to it with their phone, and a puppeteer is adjusting the mechanics from below. A boom mic hangs overhead."
Person_and_lion,2,2,2,True,False,Person_and_lion_202604061446.jpeg | Person_and_lion_202604061448.jpeg,"A realistic and emotional portrait of a person sitting cross-legged on the dry grass in an African savanna at sunset. A majestic, male lion stands directly behind the person, resting one large paw gently on the person's shoulder or neck, and licking their head or cheek affectionately. The person should be smiling, looking relaxed. Setting & Lighting: Golden hour, soft warm light, deep shadows. Sparse acacia trees in the blurred background. Dry, golden-yellow grass in the foreground. Cinematic quality, ultra-detailed, photorealistic, 8k, shot with a telephoto lens."
Person_applying_lipstick,2,2,3,True,False,Person_applying_lipstick_202604061448.jpeg | Person_applying_lipstick_202604061448_2.jpeg,"Use the user’s appearance 1:1 — face, skin, hair, and body without any changes. A candid, retro-inspired mirror selfie capturing the person sitting casually on a bathroom counter, applying deep red lipstick. A large red heart is drawn on the mirror, framing their reflection. They wear an oversized white T-shirt with rolled sleeves, bare legs visible, creating a relaxed and slightly nostalgic atmosphere.

The lighting is soft and dim, evoking a late-night or early-morning mood, with subtle shadows and a touch of film grain for a vintage aesthetic. The reflection shows the person gazing into the mirror with a calm, introspective expression, lips slightly parted mid-application.

Technical details: 35mm film look, muted colors with warm undertones, soft focus edges, and timestamp detail on the lower left corner. The composition centers the heart on the mirror and the face within it, blending intimacy and artistic imperfection. —v 6 —ar 3:4 —style raw —q 2 —s 250."
Person_as_LEGO,4,4,2,True,False,Person_as_LEGO_202604061446.jpeg | Person_as_LEGO_202604061448.jpeg | Person_as_LEGO_202604061448_2.jpeg | Person_as_LEGO_202604061448_3.jpeg,"Transform the person in the photo into a LEGO minifigure packaging box style, presented in isometric perspective. Label the box with the title ""Brill.ai"". Inside the box, display the LEGO minifigure based on the person in the photo, along with their essential items (such as makeup, bags, or other items) as LEGO accessories. Beside the box, also display the actual LEGO minifigure itself, unpackaged, rendered in a realistic and vivid style."
Person_blowing_leaves,2,3,3,False,False,Person_blowing_leaves_202604061448.jpeg | Person_blowing_leaves_202604061448_2.jpeg," photorealistic image of a smartphone screen displaying [person from attached photo] standing in a magical autumn forest. The person is gently blowing, and hundreds of colorful autumn leaves dramatically burst out of the phone screen into the real world, scattering across a cozy wooden desk. Leaves rendered with hyperrealistic detail, veins visible, some leaves landing on a coffee mug beside the phone. Warm golden hour lighting, 3D pop-out effect, cinematic, 4K."
Person_breaking_free,3,6,3,False,False,Person_breaking_free_202604061446.jpeg | Person_breaking_free_202604061448.jpeg | Person_breaking_free_202604061448_2.jpeg,"Create 8K ultra-realistic cinematic photograph - a real human (based on the attached photo) wearing a white t-shirt, black hoodie, blue jeans, and Air Jordan 1s.
Scene: inside a giant open comic book lying across an aesthetic, slightly messy bedroom. Around the subject - colorful posters, sketch papers, sunlight filtering through window blinds.
Story moment: the real person appears half-trapped in the comic pages, reaching out and breaking free from the illustrated world into reality. Fragments of drawn ink and paper tear around them, blending with real light and textures.
Camera: full-frame DSLR, 50 mm f/1.4 lens, shallow depth of field; focus on the subject’s face and hands as they emerge from the comic.
Lighting: soft diffused daylight from the left side, natural shadows, volumetric glow, subtle lens flares for cinematic realism.
Textures & realism: lifelike skin tone, micro-details (pores, fabric fibers, paper texture), realistic reflections, and accurate material fidelity.
Color & grading: bright, vivid, high-contrast cinematic color palette with warm midtones and subtle film grain.
Atmosphere: surreal yet believable - comic art fusing with reality, dimensional rift effects, soft particles floating in the air, sense of depth and movement.
Render in 8K with hyper-realistic clarity, immersive lighting, and perfect balance between fantasy and realism."
Person_breaking_through,9,12,3,False,True,Person_breaking_through_202604061447.jpeg | Person_breaking_through_202604061447_2.jpeg | Person_breaking_through_202604061447_3.jpeg | Person_breaking_through_202604061448.jpeg | Person_breaking_through_202604061448_2.jpeg | Person_breaking_through_202604061448_3.jpeg | Person_breaking_through_202604061448_4.jpeg | Person_breaking_through_202604061448_5.jpeg | Person_breaking_through_202604061448_6.jpeg,"Create a hyper-realistic studio-style collage of the person in the uploaded photo.
Identity: Apply a CRITICAL IDENTITY LOCK to preserve the exact likeness, including facial features, hairstyle, skin tone, proportions, age, and clothing style.
Lighting: Strong, studio-quality lighting.
Background: Simple light gray.
Composition: Arrange in a 3x3 grid (9 images). Each frame should show the person breaking through torn white paper, creating a 3D effect as if emerging from the background.
Expressions & Poses: Each image must be unique and playful: pointing, laughing, pretending to sleep, drinking, winking, thinking, gesturing, etc. Ensure variety in facial expressions and body language.
Outfits: Different outfit in each frame.
Range from casual, semi-formal, sporty, to humorous or eccentric styles.
Output Settings:
Aspect Ratio: 9:16
High resolution
Elegant, modern composition"
Person_by_windy,1,2,2,False,True,Person_by_windy_202604061447.jpeg,"Convert this person into a retro vintage grainy but bright image, black party-wear saree, 90s film aesthetic. She is standing against a solid, deep wall with dramatic shadows and contrast, creating a mysterious and artistic atmosphere. The environment feels windy and romanticised. Lighting is warm, with golden sunset tones evoking golden hour glow. The background is minimalist and slightly textured. Her expression is moody, calm, yet subtly happy and introspective"
Person_crossing_rope,1,2,3,False,False,Person_crossing_rope_202604061447.jpeg,A dramatic outdoor shot shows the person attached in the uploaded reference image (keep the face 100% accurate) crossing a long rope bridge over a deep valley. They stop mid-way and smile at the camera.
Person_eating_sufganiyah,3,4,3,False,False,Person_eating_sufganiyah_202604061446.jpeg | Person_eating_sufganiyah_202604061446_2.jpeg | Person_eating_sufganiyah_202604061447.jpeg,"{
""image_request"": {
""goal"": ""Create a stylized mixed-media portrait with hand-drawn elements, showing the subject eating a sufganiyah."",
""meta"": {
""image_type"": ""Mixed Media Portrait"",
""quality"": ""8K"",
""color_mode"": ""Black and White Photo with Vibrant Color Overlay"",
""style_mode"": ""mixed_media_doodle"",
""aspect_ratio"": ""4:5"",
""resolution"": ""1080x1350px""
},
""creative_style"": ""Mixed Media Art combining a classic black and white studio portrait with vibrant, playful, hand-drawn digital doodles and patterns. The style is whimsical, energetic, and pop-art inspired, blending realism with illustrative abstraction."",
""overall_theme"": ""playful artistic expression"",
""mood_vibe"": ""cheerful creative charming"",
""style_keywords"": [
""mixed media"",
""doodle art"",
""black and white photography"",
""vibrant colors"",
""pop art"",
""illustrative overlay"",
""playful"",
""patterned"",
""energetic"",
""portrait""
],
""subject"": {
""count"": ""1"",
""type"": ""male or female"",
""identity"": ""the real person from the reference photo"",
""identity_preservation"": {
""description"": ""Preserve the exact facial identity, proportions, hairstyle, and expression from the reference photo"",
""notes"": ""Do not alter facial structure or change the subject into any other known person""
},
""age_appearance"": ""match reference photo"",
""skin"": ""smooth black and white tone based on the reference image"",
""makeup"": {
""lips"": ""natural"",
""eyes"": ""natural"",
""general"": ""none""
},
""facial_features"": {
""expression"": ""use the authentic expression from the reference image"",
""eyes"": {
""gaze"": ""looking directly at viewer, matching reference"",
""intensity"": ""friendly""
},
""lips"": {
""gesture"": ""eating a sufganiyah""
}
},
""hair"": {
""length"": ""match reference photo"",
""texture"": ""match reference photo"",
""style"": ""match reference photo"",
""lighting_interaction"": {
""light"": ""studio lighting highlights"",
""shadow_play"": ""soft facial modeling""
}
},
""clothing"": {
""top"": ""same type of top visible in the reference or a simple neutral top if not visible"",
""bottom"": ""not visible"",
""full_description"": ""The clothing acts as the canvas for the art: a black base covered in colorful hand-drawn abstract patterns, stripes, and shapes (yellow collar, blue, pink, orange abstract forms)."",
""accessories"": ""none real, but drawn elements act as accessories""
},
""props"": {
""bouquet"": ""none"",
""wine_glass"": ""none"",
""other"": ""drawn yellow crown floating above head, and a hand-drawn sufganiyah with powdered sugar and jelly is being eaten by the subject""
}
},
""pose_action"": {
""description"": ""Bust portrait matching the reference pose, looking forward."",
""overall_pose"": ""standing studio portrait"",
""head_turn"": ""match reference"",
""gaze"": ""direct"",
""body_position"": ""upper body"",
""hands"": ""not visible"",
""movement"": ""static pose, dynamic art""
},
""multiple_frames_expressions"": [],
""environment"": {
""setting"": ""studio white background"",
""location"": ""studio"",
""weather"": ""n/a"",
""time_of_day"": ""n/a"",
""atmosphere"": ""fun and artistic""
},
""background"": {
""color"": ""white with colorful doodles"",
""effect"": ""plain background filled with abstract black dashes, colorful swirls (blue, pink, orange), and scribbles""
},
""lighting"": {
""type"": ""studio strobe"",
""position"": ""front"",
""direction"": ""flat flattering light"",
""intensity"": ""balanced"",
""focus"": ""subject face"",
""falloff"": ""none"",
""light_source"": ""artificial""
}
}
}"
Person_featured_on,2,2,2,True,True,Person_featured_on_202604061448.jpeg | Person_featured_on_202604061448_2.jpeg,"Create a dramatic, ultra-realistic nighttime urban scene. A person from the uploaded reference image - keeping the exact same face, expression, proportions, skin texture, hair, and all unique facial details with zero alteration - sits confidently in the center of an empty city street beneath an overpass. They lean casually against a graffiti-covered concrete pillar, surrounded by the glow of a modern skyline filled with tall glass buildings, illuminated windows, and neon reflections. The person wears a white-yellow shirt with bold red text, olive joggers, and red-white sneakers, captured in rich, detailed fabric texture. Long-exposure light trails from passing vehicles streak dynamically through the background in blue, red, orange, and white, adding a futuristic sense of motion. Shot from a low-angle, centered, symmetrical perspective, creating deep cinematic drama and powerful compositional balance. The atmosphere blends street photography with cyberpunk-style colors - moody, energetic, modern - with strong contrast, rich shadows, highly detailed surfaces, and professional lighting. Rendered in hyper-realistic 4K resolution, sharp, vivid, and immersive. Important: The person must retain 100% of the exact face from the uploaded reference image - same identity, same micro-details, same natural features - seamlessly integrated into this urban night scene."
Person_holding_jar,2,2,3,True,True,Person_holding_jar_202604061447.jpeg | Person_holding_jar_202604061448.jpeg,"Create an ultra-realistic premium chocolate spread jar packaging mockup featuring the reference person inside the label scene, with dynamic brand typography styling and full breakfast table visibility.

Identity Preservation (Strict Identity Lock):
- Preserve the exact facial identity, proportions, hairstyle, and expression from the reference photo.
- Do not alter facial structure or change the subject into any other known person.
- Maintain 100% identical appearance as in the reference image.

Subject:
- Fully photorealistic human (no illustration look).
- Subject occupies no more than 55% of label height.
- Placed slightly deeper in the scene to allow full table visibility.
- Naturally seated at breakfast table holding toast with chocolate spread.
- Warm natural expression consistent with real-life breakfast moment.
- Real skin texture, natural pores, accurate lighting response.

Scene:
- Entire breakfast table must be fully visible. No food items cropped. Clear foreground table edge. Balanced spatial depth between subject and table.
- Food items: Plate with chocolate toast, open chocolate spread jar, fruit bowl, glass of orange juice, additional breakfast elements.
- Background: Soft warm kitchen environment integrated into label with realistic depth.

Product:
- Premium chocolate spread jar mockup.
- Rich glossy chocolate texture inside jar, realistic glass reflections, subtle studio highlight rolloff, natural grounded shadow under jar.

Label Design:
- Brand name: Brill.ai
- Automatically style first character of Brill.ai in black (#000000) and all remaining characters in red (#E10600).
- Bold rounded sans-serif similar to premium chocolate spread branding, heavy weight, tight commercial kerning, straight horizontal baseline.
- Subtle micro ink texture, matte label with slight light absorption, apply subtle horizontal distortion following jar curvature. Text must appear printed on the label, not floating above it.
- Brand name placed in upper third of label, behind the subject, never overlap the face or head, fully readable despite depth layering.

Art Direction:
- Premium supermarket-ready packaging photography.
- Warm, authentic, inviting breakfast branding.
- Soft natural morning tones with controlled highlights.
- Indistinguishable from real commercial product photo.

Camera & Lighting:
- Commercial product photography, 50mm full-frame equivalent, f/8, slightly tilted dynamic presentation angle.
- Wide enough framing to include entire table scene inside label.
- Soft studio lighting mimicking natural morning light, front-side soft key light, soft controlled shadows, no harsh contrast.
- Jar fully sharp, subtle background blur.

Negative Constraints: No original Nutella logo, no floating text, no cartoon style, no text overlapping face, no watermark."
Person_holding_miniature,2,2,3,True,False,Person_holding_miniature_202604061447.jpeg | Person_holding_miniature_202604061448.jpeg,"A meticulously crafted, vertically composed artistic Christmas portrait.

A real person stands bathed in soft, warm holiday glow, cradling a transparent glass jar close to their face as if holding a gentle star.

Inside the jar resides a miniature version of their younger self—the same individual—standing alone within a self-contained, snow-covered microcosm.

These two ""selves"" are not mirror images; instead, their gazes intersect, initiating a silent dialogue between reality and distilled identity.

The real figure is illuminated by gentle amber Christmas lights, their radiance dissolving softly into the background like a diffused constellation. The glass surface dances with fragmented reflections, splintering the true visage into layered shards that gradually fade along the jar's curvature—forming a visual bridge between the outer world and the inner realm.

Within the jar, snow is sculpted into evocative, lunar-like contours. Beside the tiny figure stands a solitary bottlebrush tree. The miniature self wears intricately detailed festive attire: woven textures, tufted wool fibers, and the plush tactility of winter garments are rendered with astonishing clarity. A serene luminescence glows from deep within the snow, casting an upward light upon the small figure—as if the snow itself still holds the memory of light.

Frost patterns crystallize on the jar's surface—not random snowflakes, but symbolic constellations echoing the twinkling lights behind the figure. Warm-toned fairy lights wrap around the vessel in abstract spirals, transforming it into a quiet cosmic nucleus.

The real person's expression is contemplative, almost cinematic in its depth. Their breath condenses into a delicate mist along the glass rim, adding a fleeting tenderness to the scene.

The entire composition evokes layered universes: the external world lush and warm, the internal world refined, suspended, and sacred.
For visual cohesion, costumes and props should remain consistent between the inner and outer figures.

Rendered in 8K ultra-photorealistic quality, with masterful artistic lighting, sculptural reflections, and poetic textural detail—this image embodies an intimate, symbolic, and quietly supernatural Christmas aesthetic."
Person_holding_pink,1,2,3,False,True,Person_holding_pink_202604061447.jpeg,"Create A high-quality cartoon illustration in a humorous modern-comic poster style. Using the exact face, expression, skin texture, and hair from the reference image, depict the same person (male or female as in the photo) sitting on a wooden dock by a calm lake at sunset. The sky is painted in bright orange and pink tones with stylized soft clouds, and a dark forest silhouette stretches across the horizon, perfectly reflected in the water.

The character wears a black hoodie with a cool graphic print, blue jeans, and Jordan 11 sneakers. They hold a cup of coffee in one hand, sitting relaxed, slightly smiling, and looking directly at the viewer. Preserve the facial identity and lighting direction from the reference image while translating the person into clean vector-style line art with strong black outlines and flat bright colors with gentle comic-style shading.

Above the character’s head, place a large white comic-style speech bubble with a thick black outline. Inside, write in bold all-caps: “Enjoy The Little Things In Life.”

Use centered composition, crisp poster-grade detailing, and a vibrant stylized sunset palette. Make the illustration perfect for a social-media post or printed poster."
Person_holding_python,2,2,3,True,False,Person_holding_python_202604061447.jpeg | Person_holding_python_202604061448.jpeg,"Ultra-realistic 8K, A crowded house party at night, packed with young adults dancing and laughing under colorful falling confetti. In the center, the person attached in the uploaded reference image ( Keep the face of the person 100% accurate from the reference image ) walks forward smiling, wearing [a patterned button-down shirt slightly open at the chest and black trousers]. A large python is draped over the person's shoulders as holding it calmly, and the crowd around the person reacts with excitement and surprise. People hold drinks, raise their hands, and cheer. Warm indoor lighting, sharp flash photography look, candid party energy. A playful banner with writing [""Your're stronger than your thinking]."" hangs in the background. Shot in dynamic documentary style, vibrant atmosphere, realistic skin textures, natural expressions, crisp details. CAMERA: Fujifilm GFX 100S, 50mm lens."
Person_holding_yellow,3,2,3,False,True,Person_holding_yellow_202604061446.jpeg | Person_holding_yellow_202604061447.jpeg | Person_holding_yellow_202604061448.jpeg,"Create a serene, top-down portrait of a person lying peacefully in a lush meadow filled with wildflowers. He rests on his back among tall green grass, white daisies, and scattered pink blossoms, completely immersed in nature. One arm is bent behind his head in a relaxed pose, while the other gently holds a small bouquet of freshly picked daisies against his chest. He has soft, natural facial features, light stubble, and slightly tousled dark hair. His eyes are closed with a faint, content smile, conveying calmness, tenderness, and quiet joy. His expression feels intimate and emotionally warm, as if caught in a private moment of rest and reflection. He wears a textured mauve or dusty-rose knit sweater paired with clean white trousers, creating a gentle contrast against the vibrant greens and florals. The outfit feels cozy, romantic, and timeless. The scene is bathed in warm, natural daylight, soft afternoon, sunlight filtering through leaves and petals. Highlights gently kiss the skin and flowers, while shadows remain soft and organic. Foreground leaves and flowers partially frame the subject, adding depth and a dreamy, cinematic feel. Colors are rich yet natural: lush greens, creamy whites, soft yellows, and muted pinks, with a harmonious, film-like color grade."
Person_illustration_with,3,3,2,True,False,Person_illustration_with_202604061447.jpeg | Person_illustration_with_202604061447_2.jpeg | Person_illustration_with_202604061447_3.jpeg,"Transform the person in the photo into a Gundam model kit packaging box style, presented in isometric perspective. Label the box with the title ""[ZHOGUE]"". Inside the box, display a Gundam-style mechanical version of the person from the photo, along with their essentials (such as makeup, bags, or other items) redesigned as futuristic mechanical accessories. The packaging should resemble real Gunpla boxes, including technical illustrations, instruction manual-style details, and sci-fi fonts. Beside the box, also display the actual Gundam-style mechanical figure itself, outside the packaging, rendered in a realistic and lifelike style, similar to official Bandai promotional renders."
Person_immersed_in,3,2,2,False,True,Person_immersed_in_202604061448.jpeg | Person_immersed_in_202604061448_2.jpeg | Person_immersed_in_202604061448_3.jpeg,"Create a serene, top-down portrait of a person lying peacefully in a lush meadow filled with wildflowers. He rests on his back among tall green grass, white daisies, and scattered pink blossoms, completely immersed in nature. One arm is bent behind his head in a relaxed pose, while the other gently holds a small bouquet of freshly picked daisies against his chest. He has soft, natural facial features, light stubble, and slightly tousled dark hair. His eyes are closed with a faint, content smile, conveying calmness, tenderness, and quiet joy. His expression feels intimate and emotionally warm, as if caught in a private moment of rest and reflection. He wears a textured mauve or dusty-rose knit sweater paired with clean white trousers, creating a gentle contrast against the vibrant greens and florals. The outfit feels cozy, romantic, and timeless. The scene is bathed in warm, natural daylight, soft afternoon, sunlight filtering through leaves and petals. Highlights gently kiss the skin and flowers, while shadows remain soft and organic. Foreground leaves and flowers partially frame the subject, adding depth and a dreamy, cinematic feel. Colors are rich yet natural: lush greens, creamy whites, soft yellows, and muted pinks, with a harmonious, film-like color grade."
Person_in_bright,2,2,2,True,True,Person_in_bright_202604061447.jpeg | Person_in_bright_202604061447_2.jpeg,"Convert this person into a retro vintage grainy but bright image, black party-wear saree, 90s film aesthetic. She is standing against a solid, deep wall with dramatic shadows and contrast, creating a mysterious and artistic atmosphere. The environment feels windy and romanticised. Lighting is warm, with golden sunset tones evoking golden hour glow. The background is minimalist and slightly textured. Her expression is moody, calm, yet subtly happy and introspective"
Person_inside_X,2,2,2,True,True,Person_inside_X_202604061447.jpeg | Person_inside_X_202604061448.jpeg,"Create an ultra-realistic premium chocolate spread jar packaging mockup featuring the reference person inside the label scene, with dynamic brand typography styling and full breakfast table visibility.

Identity Preservation (Strict Identity Lock):
- Preserve the exact facial identity, proportions, hairstyle, and expression from the reference photo.
- Do not alter facial structure or change the subject into any other known person.
- Maintain 100% identical appearance as in the reference image.

Subject:
- Fully photorealistic human (no illustration look).
- Subject occupies no more than 55% of label height.
- Placed slightly deeper in the scene to allow full table visibility.
- Naturally seated at breakfast table holding toast with chocolate spread.
- Warm natural expression consistent with real-life breakfast moment.
- Real skin texture, natural pores, accurate lighting response.

Scene:
- Entire breakfast table must be fully visible. No food items cropped. Clear foreground table edge. Balanced spatial depth between subject and table.
- Food items: Plate with chocolate toast, open chocolate spread jar, fruit bowl, glass of orange juice, additional breakfast elements.
- Background: Soft warm kitchen environment integrated into label with realistic depth.

Product:
- Premium chocolate spread jar mockup.
- Rich glossy chocolate texture inside jar, realistic glass reflections, subtle studio highlight rolloff, natural grounded shadow under jar.

Label Design:
- Brand name: Brill.ai
- Automatically style first character of Brill.ai in black (#000000) and all remaining characters in red (#E10600).
- Bold rounded sans-serif similar to premium chocolate spread branding, heavy weight, tight commercial kerning, straight horizontal baseline.
- Subtle micro ink texture, matte label with slight light absorption, apply subtle horizontal distortion following jar curvature. Text must appear printed on the label, not floating above it.
- Brand name placed in upper third of label, behind the subject, never overlap the face or head, fully readable despite depth layering.

Art Direction:
- Premium supermarket-ready packaging photography.
- Warm, authentic, inviting breakfast branding.
- Soft natural morning tones with controlled highlights.
- Indistinguishable from real commercial product photo.

Camera & Lighting:
- Commercial product photography, 50mm full-frame equivalent, f/8, slightly tilted dynamic presentation angle.
- Wide enough framing to include entire table scene inside label.
- Soft studio lighting mimicking natural morning light, front-side soft key light, soft controlled shadows, no harsh contrast.
- Jar fully sharp, subtle background blur.

Negative Constraints: No original Nutella logo, no floating text, no cartoon style, no text overlapping face, no watermark."
Person_interacting_with,3,8,2,False,True,Person_interacting_with_202604061447.jpeg | Person_interacting_with_202604061448.jpeg | Person_interacting_with_202604061448_2.jpeg,"Create Ultra-realistic 8K cinematic portrait based precisely on the uploaded reference image (male or female) - maintaining 100% fidelity to the subject’s real facial structure, gender, skin tone, hairstyle, and natural proportions, without any facial modification.

Depict the subject as a Pokémon Trainer, centered in the frame and posing confidently, wearing casual yet adventurous trainer attire inspired by the modern Pokémon universe - textured jacket, tactical backpack, and fingerless gloves.
The expression shows a very subtle, natural smile, conveying calm confidence and connection with the Pokémon world.

Surround the trainer with friendly Pokémon companions - Pikachu, Bulbasaur, Charmander, and Squirtle - each interacting in a playful, dynamic, and affectionate manner:

Pikachu perched on the shoulder, glowing faintly with electric sparks.

Bulbasaur leaning forward with curiosity.

Charmander’s flame tail casting warm reflections.

Squirtle laughing near the trainer’s side, droplets in motion.

The background features a vibrant, sunlit training field, bathed in a golden sunset sky with warm orange, pink, and lavender tones.
High above, Legendary Pokémon soar majestically, their forms illuminated by radiant sunlight and soft clouds, giving a sense of scale and epic adventure.

Lighting and optics: cinematic HDR setup with soft directional sunlight, lens flares, and shallow depth of field from a wide-angle (35mm f/1.8) lens simulation.
Include micro-textures on Pokémon fur, fabrics, and skin, realistic reflections, motion blur, and fine atmospheric particles for dynamic realism.

Composition: heroic game-poster framing, vibrant yet balanced color palette, joyful and adventurous energy.
Render in 8K ultra-detail, ensuring a lifelike Pokémon world and authentic emotional tone faithful to the real person in the image."
Person_into_Gundam,2,6,2,False,True,Person_into_Gundam_202604061448.jpeg | Person_into_Gundam_202604061448_2.jpeg,"Transform the person in the photo into a Gundam model kit packaging box style, presented in isometric perspective. Label the box with the title ""ADI BRILL"". Inside the box, display a Gundam-style mechanical version of the person from the photo, along with their essentials (such as makeup, bags, or other items) redesigned as futuristic mechanical accessories. The packaging should resemble real Gunpla boxes, including technical illustrations, instruction manual-style details, and sci-fi fonts. Beside the box, also display the actual Gundam-style mechanical figure itself, outside the packaging, rendered in a realistic and lifelike style, similar to official Bandai promotional renders."
Person_kneeling_with,2,2,2,True,True,Person_kneeling_with_202604061447.jpeg | Person_kneeling_with_202604061447_2.jpeg,"A selfie taken by the person in the attached image with Oscar the Grouch on the set of Sesame Street. They are kneeling next to Oscar’s trash can. Oscar the Grouch, the puppet, is peeking out with a grumpy expression. Below him, a puppeteer is clearly visible operating the mechanics. A clapperboard is lying on the ground, and crew members are preparing for the next shot."
Person_laughing_with,2,2,2,True,True,Person_laughing_with_202604061447.jpeg | Person_laughing_with_202604061447_2.jpeg,"A hyperrealistic 8K cinematic portrait of a character full of joyful energy, captured mid-freefall high above glowing white clouds in a heavenly sky.
The character, a normal person dressed in casual, loose-fitting clothing (jeans and a t-shirt), is laughing out loud as they plummet through the air. Their hair is wild, their face shows pure excitement, and they are giving a big thumbs-up to the camera.
Strapped in tandem behind them is an experienced, human skydiving instructor. The instructor wears technical skydiving gear (jumpsuit, helmet, harness) and has a wide, encouraging smile. The instructor also has their arms raised high, spread wide in a triumphant pose.
Both individuals are falling through the air with immense velocity. Their clothing is rippling dramatically from the wind. Behind them, a small propeller aircraft with an open door is visible, sunlight catching the fuselage as it banks away in the distance.

Camera: ARRI Alexa 65, 35mm anamorphic lens, aperture f/2.8, cinematic depth of field.
Lighting: strong golden sunlight from above, creating rim light and soft atmospheric scattering; volumetric haze with god-rays; natural skin reflections.
Details: hyperrealistic facial features, fabric texture with micro-folds, wind-distorted clothing, motion blur edges, and authentic high-altitude glow.
Color Grading: vivid sky blue, radiant whites, golden highlights, contrasting clothing colors, Kodak Vision3 250D film emulation for cinematic warmth.
Mood & Style: joyful adrenaline, cinematic realism, physical light behavior, extreme detail and depth, dynamic composition with heroic motion energy."
Person_leaning_against,2,2,3,True,True,Person_leaning_against_202604061447.jpeg | Person_leaning_against_202604061447_2.jpeg,"Create a dramatic, ultra-realistic nighttime urban scene. A person from the uploaded reference image - keeping the exact same face, expression, proportions, skin texture, hair, and all unique facial details with zero alteration - sits confidently in the center of an empty city street beneath an overpass. They lean casually against a graffiti-covered concrete pillar, surrounded by the glow of a modern skyline filled with tall glass buildings, illuminated windows, and neon reflections. The person wears a white-yellow shirt with bold red text, olive joggers, and red-white sneakers, captured in rich, detailed fabric texture. Long-exposure light trails from passing vehicles streak dynamically through the background in blue, red, orange, and white, adding a futuristic sense of motion. Shot from a low-angle, centered, symmetrical perspective, creating deep cinematic drama and powerful compositional balance. The atmosphere blends street photography with cyberpunk-style colors - moody, energetic, modern - with strong contrast, rich shadows, highly detailed surfaces, and professional lighting. Rendered in hyper-realistic 4K resolution, sharp, vivid, and immersive. Important: The person must retain 100% of the exact face from the uploaded reference image - same identity, same micro-details, same natural features - seamlessly integrated into this urban night scene."
Person_lying_in,2,2,2,True,True,Person_lying_in_202604061447.jpeg | Person_lying_in_202604061447_2.jpeg,"A selfie taken by the person in the attached image with Oscar the Grouch on the set of Sesame Street. They are kneeling next to Oscar’s trash can. Oscar the Grouch, the puppet, is peeking out with a grumpy expression. Below him, a puppeteer is clearly visible operating the mechanics. A clapperboard is lying on the ground, and crew members are preparing for the next shot."
